idserie, size, t, d, ans, ends,  Mixed , RMQH with RMQBucket, RMQH with RMQSt, RangeList with RMQBucket
24, 215625, 5.00, 0.10, 6400, 3688 , 4.62  , 8.57  , 17.89  , 1.43  
24, 215625, 7.00, 0.20, 3643, 1747 , 3.30  , 8.29  , 6.80  , 0.64  
24, 215625, 9.00, 0.10, 10412, 4565 , 6.95  , 10.87  , 17.62  , 2.20  
24, 215625, 9.00, 0.20, 3322, 1400 , 3.15  , 10.58  , 17.42  , 0.57  
24, 215625, 11.00, 0.20, 2818, 1049 , 2.80  , 15.28  , 17.34  , 0.48  
24, 215625, 13.00, 0.10, 13318, 4849 , 8.51  , 18.61  , 17.49  , 2.69  
24, 215625, 13.00, 0.30, 2207, 741 , 2.29  , 18.32  , 17.24  , 0.35  
24, 215625, 15.00, 0.40, 1639, 500 , 1.66  , 18.86  , 6.77  , 0.25  
24, 215625, 17.00, 0.10, 14966, 4726 , 9.39  , 21.25  , 17.52  , 2.97  
24, 215625, 17.00, 0.40, 1168, 321 , 1.21  , 21.22  , 17.22  , 0.18  
24, 215625, 19.00, 0.50, 860, 206 , 0.97  , 20.87  , 17.17  , 0.12  
24, 215625, 21.00, 0.20, 15728, 4428 , 9.80  , 20.62  , 17.43  , 2.58  
24, 215625, 21.00, 0.60, 527, 136 , 0.81  , 20.54  , 17.10  , 0.07  
24, 215625, 23.00, 0.70, 356, 69 , 0.70  , 20.03  , 17.07  , 0.04  
24, 215625, 25.00, 0.20, 16419, 4175 , 10.19  , 22.20  , 17.36  , 2.81  
24, 215625, 25.00, 0.90, 217, 38 , 0.63  , 22.12  , 17.04  , 0.03  
24, 215625, 27.00, 1.10, 110, 19 , 0.58  , 25.43  , 17.02  , 0.01  
24, 215625, 29.00, 0.20, 16627, 3870 , 10.22  , 28.00  , 17.32  , 2.77  
24, 215625, 29.00, 1.30, 85, 8 , 0.56  , 27.85  , 17.00  , 0.01  
24, 215625, 31.00, 1.50, 62, 6 , 0.55  , 29.77  , 6.81  , 0.01  
24, 215625, 33.00, 0.20, 15975, 3466 , 9.91  , 30.46  , 17.25  , 2.64  
24, 215625, 37.00, 0.20, 14864, 3032 , 9.42  , 25.18  , 17.17  , 2.33  
24, 215625, 41.00, 0.30, 14261, 2742 , 9.11  , 22.02  , 17.13  , 2.22  
24, 215625, 45.00, 0.30, 12958, 2323 , 8.40  , 27.79  , 17.10  , 1.95  
24, 215625, 49.00, 0.30, 11973, 2040 , 7.81  , 32.02  , 17.08  , 1.79  
24, 215625, 53.00, 0.30, 10496, 1695 , 7.02  , 31.34  , 17.06  , 1.56  
24, 215625, 57.00, 0.40, 9236, 1432 , 6.34  , 31.94  , 17.04  , 1.39  
24, 215625, 61.00, 0.40, 7766, 1168 , 5.49  , 31.28  , 17.02  , 1.04  
25, 43500, 3.00, 0.10, 2810, 2095 , 1.31  , 1.34  , 1.40  , 0.61  
25, 43500, 5.00, 0.10, 3322, 2068 , 1.67  , 1.63  , 3.65  , 0.66  
25, 43500, 5.00, 0.10, 4855, 3013 , 2.24  , 1.73  , 3.69  , 0.95  
25, 43500, 7.00, 0.20, 3241, 1747 , 1.73  , 1.71  , 1.38  , 0.63  
25, 43500, 9.00, 0.10, 6813, 3298 , 3.24  , 2.49  , 3.63  , 1.28  
25, 43500, 9.00, 0.20, 2971, 1414 , 1.62  , 2.38  , 3.56  , 0.54  
25, 43500, 11.00, 0.20, 2542, 1081 , 1.44  , 3.46  , 3.54  , 0.46  
25, 43500, 13.00, 0.10, 7959, 3211 , 3.82  , 3.73  , 3.59  , 1.43  
25, 43500, 13.00, 0.30, 2172, 818 , 1.21  , 3.67  , 3.51  , 0.37  
25, 43500, 15.00, 0.40, 1733, 603 , 0.95  , 4.00  , 1.36  , 0.29  
25, 43500, 17.00, 0.10, 8389, 2959 , 4.02  , 4.12  , 3.60  , 1.54  
25, 43500, 17.00, 0.40, 1291, 397 , 0.73  , 4.06  , 3.48  , 0.21  
25, 43500, 19.00, 0.50, 945, 253 , 0.53  , 4.01  , 3.47  , 0.13  
25, 43500, 21.00, 0.20, 8643, 2695 , 4.18  , 3.98  , 3.55  , 1.31  
25, 43500, 21.00, 0.60, 631, 160 , 0.39  , 3.91  , 3.45  , 0.08  
25, 43500, 23.00, 0.70, 379, 104 , 0.28  , 4.76  , 3.45  , 0.05  
25, 43500, 25.00, 0.20, 8783, 2487 , 4.30  , 5.46  , 3.54  , 1.30  
25, 43500, 25.00, 0.90, 191, 58 , 0.21  , 5.42  , 3.43  , 0.03  
25, 43500, 27.00, 1.10, 106, 30 , 0.17  , 5.80  , 3.43  , 0.02  
25, 43500, 29.00, 0.20, 8803, 2287 , 4.29  , 5.90  , 3.52  , 1.30  
25, 43500, 29.00, 1.30, 72, 11 , 0.14  , 5.83  , 3.42  , 0.01  
25, 43500, 31.00, 1.50, 44, 3 , 0.12  , 5.43  , 1.34  , 0.01  
25, 43500, 33.00, 0.20, 8591, 2040 , 4.20  , 4.71  , 3.50  , 1.25  
25, 43500, 37.00, 0.20, 8220, 1785 , 3.99  , 4.74  , 3.49  , 1.13  
25, 43500, 41.00, 0.30, 8016, 1620 , 3.83  , 5.79  , 3.47  , 1.08  
25, 43500, 45.00, 0.30, 7582, 1420 , 3.56  , 6.25  , 3.46  , 1.00  
25, 43500, 49.00, 0.30, 7318, 1292 , 3.42  , 6.14  , 3.46  , 0.97  
25, 43500, 53.00, 0.30, 6730, 1133 , 3.13  , 6.21  , 3.45  , 0.87  
25, 43500, 57.00, 0.40, 6329, 1028 , 2.94  , 5.82  , 3.45  , 0.82  
25, 43500, 61.00, 0.40, 5760, 882 , 2.59  , 4.67  , 3.44  , 0.73  
26, 215625, 3.00, 0.10, 300, 169 , 0.69  , 6.21  , 6.77  , 0.05  
26, 215625, 5.00, 0.10, 372, 164 , 0.73  , 7.98  , 17.74  , 0.05  
26, 215625, 5.00, 0.10, 612, 262 , 0.88  , 8.47  , 17.84  , 0.09  
26, 215625, 7.00, 0.20, 333, 134 , 0.71  , 8.24  , 6.77  , 0.05  
26, 215625, 9.00, 0.10, 1045, 361 , 1.26  , 10.77  , 17.52  , 0.14  
26, 215625, 9.00, 0.20, 247, 95 , 0.67  , 10.56  , 17.44  , 0.03  
26, 215625, 11.00, 0.20, 173, 61 , 0.62  , 15.33  , 17.36  , 0.02  
26, 215625, 13.00, 0.10, 1403, 444 , 1.60  , 18.56  , 17.39  , 0.20  
26, 215625, 13.00, 0.30, 105, 38 , 0.57  , 18.50  , 17.27  , 0.01  
26, 215625, 15.00, 0.40, 62, 30 , 0.55  , 18.96  , 6.79  , 0.01  
26, 215625, 17.00, 0.10, 1643, 483 , 1.83  , 21.24  , 17.44  , 0.24  
26, 215625, 17.00, 0.40, 37, 20 , 0.53  , 21.29  , 17.26  , 0.01  
26, 215625, 19.00, 0.50, 25, 15 , 0.53  , 20.97  , 17.20  , 0.01  
26, 215625, 21.00, 0.20, 1705, 440 , 1.89  , 20.66  , 17.35  , 0.24  
26, 215625, 21.00, 0.60, 4, 9 , 0.52  , 20.65  , 17.15  , 0.00  
26, 215625, 23.00, 0.70, 3, 8 , 0.52  , 20.14  , 17.12  , 0.00  
26, 215625, 25.00, 0.20, 1742, 407 , 1.88  , 22.23  , 17.28  , 0.23  
26, 215625, 25.00, 0.90, 3, 8 , 0.52  , 22.24  , 17.08  , 0.00  
26, 215625, 27.00, 1.10, 3, 8 , 0.52  , 25.55  , 17.05  , 0.00  
26, 215625, 29.00, 0.20, 1538, 346 , 1.66  , 28.02  , 17.25  , 0.21  
26, 215625, 29.00, 1.30, 3, 9 , 0.52  , 27.99  , 17.02  , 0.00  
26, 215625, 31.00, 1.50, 3, 9 , 0.52  , 29.92  , 6.81  , 0.00  
26, 215625, 33.00, 0.20, 1314, 282 , 1.42  , 30.46  , 17.18  , 0.18  
26, 215625, 37.00, 0.20, 1056, 218 , 1.18  , 25.22  , 17.13  , 0.15  
26, 215625, 41.00, 0.30, 883, 184 , 1.04  , 22.04  , 17.10  , 0.13  
26, 215625, 45.00, 0.30, 609, 141 , 0.86  , 27.84  , 17.08  , 0.09  
26, 215625, 49.00, 0.30, 469, 110 , 0.78  , 32.02  , 17.04  , 0.07  
26, 215625, 53.00, 0.30, 324, 81 , 0.72  , 31.39  , 17.05  , 0.05  
26, 215625, 57.00, 0.40, 261, 64 , 0.67  , 31.97  , 16.99  , 0.04  
26, 215625, 61.00, 0.40, 230, 50 , 0.64  , 31.30  , 16.99  , 0.03  
27, 215625, 3.00, 0.10, 3699, 2936 , 3.23  , 6.33  , 6.84  , 0.82  
27, 215625, 5.00, 0.10, 5481, 3625 , 4.37  , 8.09  , 18.06  , 1.34  
27, 215625, 5.00, 0.10, 10118, 6898 , 6.83  , 8.65  , 18.25  , 2.74  
27, 215625, 7.00, 0.20, 5740, 3275 , 4.65  , 8.34  , 6.83  , 1.38  
27, 215625, 9.00, 0.10, 18707, 9970 , 11.18  , 11.00  , 17.96  , 4.50  
27, 215625, 9.00, 0.20, 5347, 2747 , 4.47  , 10.63  , 17.68  , 1.13  
27, 215625, 11.00, 0.20, 4603, 2129 , 4.03  , 15.53  , 17.50  , 0.93  
27, 215625, 13.00, 0.10, 24636, 11048 , 14.27  , 19.24  , 17.74  , 5.53  
27, 215625, 13.00, 0.30, 3602, 1557 , 3.40  , 18.82  , 17.36  , 0.65  
27, 215625, 15.00, 0.40, 2676, 1055 , 2.77  , 19.75  , 6.78  , 0.47  
27, 215625, 17.00, 0.10, 27352, 10809 , 15.73  , 22.12  , 17.82  , 6.12  
27, 215625, 17.00, 0.40, 2000, 732 , 2.17  , 21.97  , 17.39  , 0.33  
27, 215625, 19.00, 0.50, 1462, 496 , 1.64  , 21.76  , 17.28  , 0.23  
27, 215625, 21.00, 0.20, 28914, 10355 , 16.67  , 21.71  , 17.63  , 5.27  
27, 215625, 21.00, 0.60, 995, 333 , 1.17  , 21.53  , 17.19  , 0.14  
27, 215625, 23.00, 0.70, 519, 165 , 0.82  , 21.08  , 17.12  , 0.08  
27, 215625, 25.00, 0.20, 30109, 9993 , 17.34  , 23.03  , 17.54  , 5.78  
27, 215625, 25.00, 0.90, 259, 90 , 0.67  , 22.85  , 17.08  , 0.04  
27, 215625, 27.00, 1.10, 142, 51 , 0.59  , 26.30  , 17.05  , 0.02  
27, 215625, 29.00, 0.20, 30087, 9275 , 17.41  , 29.00  , 17.49  , 5.75  
27, 215625, 29.00, 1.30, 61, 14 , 0.53  , 28.81  , 17.03  , 0.01  
27, 215625, 31.00, 1.50, 58, 11 , 0.53  , 30.80  , 6.81  , 0.01  
27, 215625, 33.00, 0.20, 28757, 8307 , 16.89  , 31.20  , 17.45  , 5.61  
27, 215625, 37.00, 0.20, 27115, 7493 , 16.22  , 26.18  , 17.32  , 5.07  
27, 215625, 41.00, 0.30, 25733, 6796 , 15.63  , 22.77  , 17.25  , 4.91  
27, 215625, 45.00, 0.30, 23627, 5918 , 14.54  , 28.73  , 17.20  , 4.39  
27, 215625, 49.00, 0.30, 21789, 5230 , 13.46  , 32.70  , 17.18  , 4.13  
27, 215625, 53.00, 0.30, 19555, 4523 , 12.31  , 32.27  , 17.15  , 3.67  
27, 215625, 57.00, 0.40, 17395, 3950 , 11.28  , 32.62  , 17.12  , 2.95  
27, 215625, 61.00, 0.40, 15049, 3343 , 10.08  , 32.16  , 17.10  , 2.56  
28, 215625, 3.00, 0.10, 332, 192 , 0.68  , 6.20  , 6.77  , 0.06  
28, 215625, 5.00, 0.10, 417, 187 , 0.73  , 7.97  , 17.60  , 0.06  
28, 215625, 5.00, 0.10, 762, 374 , 0.94  , 8.47  , 17.71  , 0.12  
28, 215625, 7.00, 0.20, 431, 155 , 0.75  , 8.24  , 6.76  , 0.06  
28, 215625, 9.00, 0.10, 1393, 493 , 1.36  , 10.77  , 17.42  , 0.21  
28, 215625, 9.00, 0.20, 370, 119 , 0.70  , 10.56  , 17.32  , 0.05  
28, 215625, 11.00, 0.20, 295, 84 , 0.66  , 15.14  , 17.28  , 0.04  
28, 215625, 13.00, 0.10, 1922, 567 , 1.80  , 18.40  , 17.34  , 0.29  
28, 215625, 13.00, 0.30, 166, 39 , 0.60  , 18.28  , 17.20  , 0.02  
28, 215625, 15.00, 0.40, 84, 19 , 0.55  , 18.65  , 6.76  , 0.01  
28, 215625, 17.00, 0.10, 2241, 568 , 2.12  , 20.94  , 17.34  , 0.30  
28, 215625, 17.00, 0.40, 48, 7 , 0.54  , 21.00  , 17.16  , 0.01  
28, 215625, 19.00, 0.50, 35, 5 , 0.53  , 20.64  , 17.14  , 0.01  
28, 215625, 21.00, 0.20, 2273, 514 , 2.07  , 20.31  , 17.28  , 0.31  
28, 215625, 21.00, 0.60, 16, 5 , 0.52  , 20.31  , 17.08  , 0.00  
28, 215625, 23.00, 0.70, 0, 0 , 0.51  , 19.75  , 17.05  , 0.00  
28, 215625, 25.00, 0.20, 2388, 481 , 2.14  , 21.90  , 17.21  , 0.31  
28, 215625, 25.00, 0.90, 0, 0 , 0.51  , 21.94  , 17.02  , 0.00  
28, 215625, 27.00, 1.10, 0, 0 , 0.51  , 25.22  , 17.00  , 0.00  
28, 215625, 29.00, 0.20, 2369, 430 , 2.05  , 27.66  , 17.19  , 0.31  
28, 215625, 29.00, 1.30, 0, 0 , 0.51  , 27.61  , 16.98  , 0.00  
28, 215625, 31.00, 1.50, 0, 0 , 0.51  , 29.49  , 6.80  , 0.00  
28, 215625, 33.00, 0.20, 2223, 373 , 1.88  , 30.19  , 17.11  , 0.30  
28, 215625, 37.00, 0.20, 1906, 293 , 1.59  , 24.86  , 17.06  , 0.24  
28, 215625, 41.00, 0.30, 1677, 238 , 1.44  , 21.74  , 17.03  , 0.21  
28, 215625, 45.00, 0.30, 1272, 176 , 1.14  , 27.49  , 17.01  , 0.16  
28, 215625, 49.00, 0.30, 1041, 137 , 1.02  , 31.76  , 16.99  , 0.14  
28, 215625, 53.00, 0.30, 741, 98 , 0.86  , 31.04  , 16.99  , 0.10  
28, 215625, 57.00, 0.40, 554, 70 , 0.77  , 31.70  , 16.97  , 0.07  
28, 215625, 61.00, 0.40, 428, 49 , 0.70  , 30.98  , 16.96  , 0.05  
29, 229875, 3.00, 0.10, 81, 43 , 0.60  , 6.61  , 7.21  , 0.01  
29, 229875, 5.00, 0.10, 77, 28 , 0.59  , 8.49  , 18.51  , 0.01  
29, 229875, 5.00, 0.10, 177, 69 , 0.66  , 9.03  , 18.62  , 0.02  
29, 229875, 7.00, 0.20, 59, 20 , 0.58  , 8.77  , 7.20  , 0.01  
29, 229875, 9.00, 0.10, 239, 69 , 0.69  , 11.44  , 18.39  , 0.03  
29, 229875, 9.00, 0.20, 40, 9 , 0.57  , 11.24  , 18.28  , 0.01  
29, 229875, 11.00, 0.20, 17, 4 , 0.55  , 16.09  , 18.30  , 0.00  
29, 229875, 13.00, 0.10, 306, 64 , 0.73  , 19.27  , 18.37  , 0.04  
29, 229875, 13.00, 0.30, 0, 0 , 0.54  , 19.20  , 18.24  , 0.00  
29, 229875, 15.00, 0.40, 0, 0 , 0.54  , 19.24  , 7.21  , 0.00  
29, 229875, 17.00, 0.10, 326, 59 , 0.73  , 21.77  , 18.36  , 0.04  
29, 229875, 17.00, 0.40, 0, 0 , 0.54  , 21.81  , 18.19  , 0.00  
29, 229875, 19.00, 0.50, 0, 0 , 0.54  , 21.38  , 18.19  , 0.00  
29, 229875, 21.00, 0.20, 276, 53 , 0.70  , 20.94  , 18.34  , 0.03  
29, 229875, 21.00, 0.60, 0, 0 , 0.54  , 20.98  , 18.16  , 0.00  
29, 229875, 23.00, 0.70, 0, 0 , 0.54  , 20.34  , 18.13  , 0.00  
29, 229875, 25.00, 0.20, 270, 48 , 0.69  , 22.82  , 18.29  , 0.03  
29, 229875, 25.00, 0.90, 0, 0 , 0.54  , 22.84  , 18.11  , 0.00  
29, 229875, 27.00, 1.10, 0, 0 , 0.54  , 26.27  , 18.10  , 0.00  
29, 229875, 29.00, 0.20, 246, 45 , 0.68  , 28.99  , 18.27  , 0.03  
29, 229875, 29.00, 1.30, 0, 0 , 0.54  , 28.80  , 18.09  , 0.00  
29, 229875, 31.00, 1.50, 0, 0 , 0.54  , 30.72  , 7.25  , 0.00  
29, 229875, 33.00, 0.20, 191, 34 , 0.65  , 31.71  , 18.17  , 0.03  
29, 229875, 37.00, 0.20, 131, 24 , 0.61  , 25.90  , 18.15  , 0.02  
29, 229875, 41.00, 0.30, 120, 19 , 0.61  , 22.68  , 18.12  , 0.01  
29, 229875, 45.00, 0.30, 87, 14 , 0.59  , 28.88  , 18.11  , 0.01  
29, 229875, 49.00, 0.30, 64, 9 , 0.57  , 33.41  , 18.10  , 0.01  
29, 229875, 53.00, 0.30, 32, 3 , 0.56  , 32.70  , 18.09  , 0.00  
29, 229875, 57.00, 0.40, 36, 3 , 0.56  , 33.36  , 18.07  , 0.01  
29, 229875, 61.00, 0.40, 32, 2 , 0.56  , 32.53  , 18.08  , 0.01  
30, 229875, 3.00, 0.10, 635, 401 , 0.91  , 6.64  , 7.22  , 0.11  
30, 229875, 5.00, 0.10, 893, 462 , 1.13  , 8.51  , 19.03  , 0.15  
30, 229875, 5.00, 0.10, 1566, 855 , 1.83  , 9.04  , 19.12  , 0.28  
30, 229875, 7.00, 0.20, 943, 400 , 1.13  , 8.79  , 7.21  , 0.14  
30, 229875, 9.00, 0.10, 2994, 1291 , 3.02  , 11.50  , 18.76  , 0.53  
30, 229875, 9.00, 0.20, 854, 317 , 1.04  , 11.26  , 18.64  , 0.13  
30, 229875, 11.00, 0.20, 710, 236 , 0.96  , 16.28  , 18.53  , 0.11  
30, 229875, 13.00, 0.10, 3960, 1465 , 3.73  , 19.94  , 18.59  , 0.65  
30, 229875, 13.00, 0.30, 538, 162 , 0.84  , 19.78  , 18.43  , 0.07  
30, 229875, 15.00, 0.40, 326, 92 , 0.71  , 20.50  , 7.21  , 0.04  
30, 229875, 17.00, 0.10, 4865, 1607 , 4.32  , 22.91  , 18.64  , 0.80  
30, 229875, 17.00, 0.40, 160, 49 , 0.63  , 22.96  , 18.42  , 0.02  
30, 229875, 19.00, 0.50, 74, 17 , 0.59  , 22.65  , 18.34  , 0.01  
30, 229875, 21.00, 0.20, 5162, 1506 , 4.53  , 22.38  , 18.51  , 0.82  
30, 229875, 21.00, 0.60, 51, 10 , 0.57  , 22.37  , 18.27  , 0.01  
30, 229875, 23.00, 0.70, 18, 1 , 0.55  , 21.84  , 18.22  , 0.00  
30, 229875, 25.00, 0.20, 5076, 1345 , 4.42  , 23.93  , 18.43  , 0.77  
30, 229875, 25.00, 0.90, 0, 0 , 0.54  , 23.95  , 18.18  , 0.00  
30, 229875, 27.00, 1.10, 0, 0 , 0.54  , 27.52  , 18.16  , 0.00  
30, 229875, 29.00, 0.20, 5137, 1263 , 4.53  , 30.22  , 18.40  , 0.79  
30, 229875, 29.00, 1.30, 0, 0 , 0.54  , 30.16  , 18.14  , 0.00  
30, 229875, 31.00, 1.50, 0, 0 , 0.54  , 32.22  , 7.26  , 0.00  
30, 229875, 33.00, 0.20, 4780, 1113 , 4.27  , 32.69  , 18.37  , 0.68  
30, 229875, 37.00, 0.20, 4196, 893 , 3.82  , 27.21  , 18.26  , 0.60  
30, 229875, 41.00, 0.30, 3965, 796 , 3.65  , 23.71  , 18.22  , 0.54  
30, 229875, 45.00, 0.30, 3351, 643 , 3.23  , 30.00  , 18.19  , 0.47  
30, 229875, 49.00, 0.30, 2977, 552 , 2.92  , 34.37  , 18.17  , 0.42  
30, 229875, 53.00, 0.30, 2340, 431 , 2.36  , 33.76  , 18.15  , 0.32  
30, 229875, 57.00, 0.40, 1894, 332 , 1.96  , 34.28  , 18.13  , 0.26  
30, 229875, 61.00, 0.40, 1416, 258 , 1.59  , 33.67  , 18.14  , 0.20  
31, 217500, 3.00, 0.10, 2389, 1644 , 2.35  , 6.31  , 6.88  , 0.47  
31, 217500, 5.00, 0.10, 3027, 1652 , 2.85  , 8.11  , 18.11  , 0.58  
31, 217500, 5.00, 0.10, 5523, 3102 , 4.35  , 8.63  , 18.25  , 1.22  
31, 217500, 7.00, 0.20, 2908, 1344 , 2.79  , 8.36  , 6.85  , 0.47  
31, 217500, 9.00, 0.10, 9193, 3962 , 6.46  , 10.96  , 17.90  , 1.80  
31, 217500, 9.00, 0.20, 2534, 1014 , 2.47  , 10.67  , 17.71  , 0.41  
31, 217500, 11.00, 0.20, 2085, 741 , 2.07  , 15.51  , 17.60  , 0.32  
31, 217500, 13.00, 0.10, 12216, 4392 , 7.97  , 19.02  , 17.74  , 2.44  
31, 217500, 13.00, 0.30, 1601, 526 , 1.60  , 18.74  , 17.49  , 0.25  
31, 217500, 15.00, 0.40, 1079, 331 , 1.18  , 19.49  , 6.85  , 0.17  
31, 217500, 17.00, 0.10, 13331, 4234 , 8.65  , 21.84  , 17.75  , 2.45  
31, 217500, 17.00, 0.40, 757, 207 , 0.93  , 21.80  , 17.47  , 0.10  
31, 217500, 19.00, 0.50, 430, 117 , 0.75  , 21.53  , 17.39  , 0.06  
31, 217500, 21.00, 0.20, 14030, 3994 , 8.96  , 21.30  , 17.63  , 2.56  
31, 217500, 21.00, 0.60, 267, 69 , 0.66  , 21.25  , 17.33  , 0.04  
31, 217500, 23.00, 0.70, 190, 34 , 0.59  , 20.76  , 17.28  , 0.02  
31, 217500, 25.00, 0.20, 14470, 3733 , 9.14  , 22.77  , 17.55  , 2.65  
31, 217500, 25.00, 0.90, 91, 18 , 0.56  , 22.72  , 17.24  , 0.01  
31, 217500, 27.00, 1.10, 27, 1 , 0.52  , 26.15  , 17.22  , 0.00  
31, 217500, 29.00, 0.20, 14423, 3463 , 9.12  , 28.73  , 17.52  , 2.52  
31, 217500, 29.00, 1.30, 11, 1 , 0.52  , 28.63  , 17.21  , 0.00  
31, 217500, 31.00, 1.50, 0, 0 , 0.51  , 30.60  , 6.91  , 0.00  
31, 217500, 33.00, 0.20, 13539, 3033 , 8.64  , 31.05  , 17.43  , 2.33  
31, 217500, 37.00, 0.20, 12260, 2584 , 7.99  , 25.85  , 17.35  , 2.09  
31, 217500, 41.00, 0.30, 11498, 2271 , 7.54  , 22.55  , 17.29  , 1.66  
31, 217500, 45.00, 0.30, 10174, 1895 , 6.81  , 28.45  , 17.29  , 1.46  
31, 217500, 49.00, 0.30, 9345, 1665 , 6.32  , 32.59  , 17.23  , 1.34  
31, 217500, 53.00, 0.30, 7820, 1369 , 5.52  , 32.03  , 17.22  , 1.09  
31, 217500, 57.00, 0.40, 6942, 1166 , 4.94  , 32.52  , 17.21  , 0.98  
31, 217500, 61.00, 0.40, 5666, 911 , 4.19  , 31.94  , 17.19  , 0.79  
32, 229875, 3.00, 0.10, 12233, 9285 , 7.38  , 6.91  , 7.48  , 3.47  
32, 229875, 5.00, 0.10, 15567, 9865 , 9.30  , 8.82  , 19.48  , 4.37  
32, 229875, 5.00, 0.10, 24321, 15278 , 12.83  , 9.41  , 19.72  , 6.55  
32, 229875, 7.00, 0.20, 15609, 8625 , 9.55  , 9.07  , 7.40  , 3.72  
32, 229875, 9.00, 0.10, 36555, 18033 , 18.50  , 11.92  , 19.34  , 8.18  
32, 229875, 9.00, 0.20, 14507, 7185 , 9.21  , 11.49  , 18.95  , 3.42  
32, 229875, 11.00, 0.20, 12799, 5779 , 8.47  , 16.60  , 18.76  , 3.06  
32, 229875, 13.00, 0.10, 44644, 18622 , 22.42  , 20.57  , 19.11  , 9.29  
32, 229875, 13.00, 0.30, 10671, 4401 , 7.42  , 20.11  , 18.60  , 2.32  
32, 229875, 15.00, 0.40, 8396, 3248 , 6.23  , 21.09  , 7.27  , 1.77  
32, 229875, 17.00, 0.10, 48281, 17718 , 24.36  , 23.69  , 19.12  , 10.25  
32, 229875, 17.00, 0.40, 6454, 2359 , 5.19  , 23.42  , 18.56  , 1.31  
32, 229875, 19.00, 0.50, 4749, 1659 , 4.10  , 23.21  , 18.43  , 0.87  
32, 229875, 21.00, 0.20, 50211, 16645 , 25.54  , 23.23  , 18.93  , 10.25  
32, 229875, 21.00, 0.60, 3406, 1101 , 3.26  , 22.95  , 18.33  , 0.59  
32, 229875, 23.00, 0.70, 2185, 692 , 2.26  , 22.46  , 18.29  , 0.38  
32, 229875, 25.00, 0.20, 51501, 15702 , 26.30  , 24.65  , 18.82  , 9.07  
32, 229875, 25.00, 0.90, 1363, 412 , 1.47  , 24.35  , 18.21  , 0.20  
32, 229875, 27.00, 1.10, 798, 243 , 1.05  , 28.01  , 18.18  , 0.12  
32, 229875, 29.00, 0.20, 52233, 14814 , 26.91  , 30.97  , 18.76  , 9.23  
32, 229875, 29.00, 1.30, 465, 148 , 0.82  , 30.67  , 18.15  , 0.07  
32, 229875, 31.00, 1.50, 185, 75 , 0.68  , 32.82  , 7.26  , 0.03  
32, 229875, 33.00, 0.20, 50881, 13494 , 26.60  , 33.32  , 18.70  , 9.21  
32, 229875, 37.00, 0.20, 48562, 12161 , 25.59  , 27.95  , 18.55  , 8.60  
32, 229875, 41.00, 0.30, 47476, 11332 , 25.42  , 24.36  , 18.49  , 8.37  
32, 229875, 45.00, 0.30, 44264, 10118 , 24.28  , 30.67  , 18.43  , 7.98  
32, 229875, 49.00, 0.30, 42258, 9289 , 23.49  , 34.93  , 18.39  , 7.10  
32, 229875, 53.00, 0.30, 39063, 8193 , 21.76  , 34.44  , 18.35  , 6.61  
32, 229875, 57.00, 0.40, 36877, 7430 , 20.80  , 34.83  , 18.33  , 6.19  
32, 229875, 61.00, 0.40, 33748, 6568 , 19.40  , 34.31  , 18.30  , 5.80  
33, 229875, 3.00, 0.10, 2377, 1619 , 2.18  , 6.72  , 7.26  , 0.48  
33, 229875, 5.00, 0.10, 2972, 1624 , 2.67  , 8.56  , 18.98  , 0.58  
33, 229875, 5.00, 0.10, 5133, 2835 , 3.97  , 9.09  , 19.13  , 1.10  
33, 229875, 7.00, 0.20, 3000, 1431 , 2.72  , 8.83  , 7.24  , 0.51  
33, 229875, 9.00, 0.10, 8405, 3602 , 5.91  , 11.56  , 18.79  , 1.61  
33, 229875, 9.00, 0.20, 2732, 1133 , 2.49  , 11.28  , 18.61  , 0.45  
33, 229875, 11.00, 0.20, 2241, 845 , 2.14  , 16.31  , 18.54  , 0.37  
33, 229875, 13.00, 0.10, 10964, 3909 , 7.35  , 19.92  , 18.66  , 1.96  
33, 229875, 13.00, 0.30, 1885, 599 , 1.83  , 19.64  , 18.43  , 0.27  
33, 229875, 15.00, 0.40, 1577, 440 , 1.50  , 20.28  , 7.22  , 0.22  
33, 229875, 17.00, 0.10, 12116, 3793 , 8.01  , 22.77  , 18.68  , 2.23  
33, 229875, 17.00, 0.40, 1215, 307 , 1.22  , 22.75  , 18.40  , 0.17  
33, 229875, 19.00, 0.50, 930, 197 , 1.07  , 22.41  , 18.34  , 0.12  
33, 229875, 21.00, 0.20, 12734, 3596 , 8.41  , 22.13  , 18.57  , 2.28  
33, 229875, 21.00, 0.60, 613, 127 , 0.85  , 22.09  , 18.27  , 0.08  
33, 229875, 23.00, 0.70, 418, 72 , 0.74  , 21.55  , 18.22  , 0.05  
33, 229875, 25.00, 0.20, 13131, 3357 , 8.66  , 23.77  , 18.49  , 2.32  
33, 229875, 25.00, 0.90, 253, 39 , 0.67  , 23.73  , 18.19  , 0.03  
33, 229875, 27.00, 1.10, 210, 24 , 0.64  , 27.30  , 18.16  , 0.02  
33, 229875, 29.00, 0.20, 13327, 3121 , 8.70  , 29.96  , 18.46  , 2.35  
33, 229875, 29.00, 1.30, 119, 15 , 0.59  , 29.87  , 18.14  , 0.01  
33, 229875, 31.00, 1.50, 66, 4 , 0.56  , 31.95  , 7.26  , 0.01  
